ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
00-364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
